trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
35,False,"{'a': 0.2, 'e': 0.5981799290784695}",20,0,-38.204956507432925,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 0.2, 'e': 0.5892072301422925}",20,0,-37.325866525172664,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
37,False,"{'a': 0.2, 'e': 0.5803691216901581}",25,0,-23.664106299324732,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
38,False,"{'a': 0.2, 'e': 0.5716635848648057}",20,2,-5.037736922393808,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.2, 'e': 0.5630886310918336}",25,9,-96.80002840170607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 3}",1
40,False,"{'a': 0.2, 'e': 0.5546423016254561}",20,0,-140.46697454106825,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
41,False,"{'a': 0.2, 'e': 0.5463226671010742}",25,9,-30.330090619055042,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.2, 'e': 0.5381278270945582}",20,8,10.28432675966749,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.2, 'e': 0.5300559096881398}",30,1,-25.368048331131302,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.2, 'e': 0.5221050710428177}",20,0,-45.96274676596084,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
45,False,"{'a': 0.2, 'e': 0.5142734949771754}",20,0,-169.7981596386883,"{0: 10, 1: 1, 2: 2, 3: 6, 4: 1}",0
46,False,"{'a': 0.2, 'e': 0.5065593925525178}",30,15,10.460236685297144,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.2, 'e': 0.49896100166422996}",25,9,-50.590441557809626,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
48,False,"{'a': 0.2, 'e': 0.4914765866392665}",30,0,-21.12682292551057,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
49,False,"{'a': 0.2, 'e': 0.48410443783967755}",25,0,-158.76092982712225,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
50,False,"{'a': 0.2, 'e': 0.47684287127208236}",30,21,15.623208606594995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.2, 'e': 0.4696902282030011}",30,0,-12.312515594009163,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",1
52,False,"{'a': 0.2, 'e': 0.4626448747799561}",30,0,-50.12558915755972,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
53,False,"{'a': 0.2, 'e': 0.45570520165825673}",30,15,8.45022156955431,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.2, 'e': 0.4488696236333829}",25,2,5.979814255812843,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
55,False,"{'a': 0.2, 'e': 0.4421365792788821}",20,7,-13.111097245588605,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
56,False,"{'a': 0.2, 'e': 0.4355045305896989}",20,11,-33.008364376087336,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
57,False,"{'a': 0.2, 'e': 0.4289719626308534}",20,6,-17.003725950019238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.2, 'e': 0.4225373831913906}",25,16,16.46720118052752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.2, 'e': 0.41619932244351976}",20,0,-12.614055151093575,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
60,False,"{'a': 0.2, 'e': 0.4099563326068669}",25,10,24.891218708603176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.2, 'e': 0.4038069876177639}",20,10,7.607671146425252,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.2, 'e': 0.3977498828034975}",25,11,-15.853734596782255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.2, 'e': 0.391783634561445}",20,16,8.138614868857156,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.2, 'e': 0.3859068800430233}",25,17,-39.61110546779956,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
65,False,"{'a': 0.2, 'e': 0.380118276842378}",20,8,-27.9137627940491,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
66,False,"{'a': 0.2, 'e': 0.3744165026897423}",20,15,5.561715361315377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.2, 'e': 0.36880025514939613}",20,5,-9.162309344918222,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.2, 'e': 0.3632682513221552}",20,14,-3.288915359143846,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.2, 'e': 0.35781922755232287}",20,16,9.385097162838385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.2, 'e': 0.352451939139038}",25,9,12.813829064494492,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.2, 'e': 0.34716516005195247}",20,6,11.269806799186245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.2, 'e': 0.34195768265117316}",25,8,3.1429256130884955,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.2, 'e': 0.33682831741140556}",25,0,0.6389557329334599,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.2, 'e': 0.33177589265023444}",20,5,0.6113765291301196,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.2, 'e': 0.32679925426048095}",25,13,24.665024109409522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.2, 'e': 0.3218972654465737}",30,22,1.4351725787296277,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.2, 'e': 0.3170688064648751}",25,12,-49.45902947544098,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
78,False,"{'a': 0.2, 'e': 0.312312774367902}",20,15,-34.390380242648234,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.2, 'e': 0.30762808275238346}",20,13,14.536940197472434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.2, 'e': 0.3030136615110977}",20,10,4.46159125280088,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.2, 'e': 0.29846845658843124}",20,13,-29.514966050849424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.2, 'e': 0.29399142973960474}",30,0,17.522611580278852,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.2, 'e': 0.2895815582935107}",25,15,-21.578682507834465,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.2, 'e': 0.28523783491910804}",25,10,-0.7892186716811826,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.2, 'e': 0.2809592673953214}",20,0,28.93189115891009,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
86,False,"{'a': 0.2, 'e': 0.27674487838439155}",30,13,15.041484248538232,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.2, 'e': 0.2725937052086257}",30,0,-35.942626689910085,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.2, 'e': 0.2685047996304963}",20,11,6.181804859442596,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.2, 'e': 0.26447722763603887}",20,11,7.829919783713811,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.2, 'e': 0.2605100692214983}",20,11,14.090293898564212,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.2, 'e': 0.2566024181831758}",20,3,-20.217916712400505,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
92,False,"{'a': 0.2, 'e': 0.2527533819104281}",25,0,19.271738670986185,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.2, 'e': 0.2489620811817717}",20,1,6.299545223333667,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.2, 'e': 0.24522764996404514}",30,15,14.048228180296444,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.2, 'e': 0.24154923521458446}",35,21,16.35147270490821,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.2, 'e': 0.2379259966863657}",30,22,14.767132112204955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.2, 'e': 0.23435710673607021}",20,1,30.089939167331764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.2, 'e': 0.23084175013502914}",20,14,-1.2886509813562335,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.2, 'e': 0.22737912388300371}",30,8,-28.388492592692234,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.2, 'e': 0.22396843702475866}",20,8,-14.361412047374085,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.2, 'e': 0.22060891046938727}",25,16,6.165318122219611,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.2, 'e': 0.21729977681234644}",30,15,-17.98732398414967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.2, 'e': 0.21404028016016124}",20,4,-4.69189277966307,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.2, 'e': 0.21082967595775884}",25,11,-1.3377524943497032,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.2, 'e': 0.20766723081839245}",20,14,12.451063070885597,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.20455222235611656}",20,4,-15.832621918099855,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.2, 'e': 0.2014839390207748}",20,13,1.5569035749959907,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.2, 'e': 0.19846167993546318}",25,13,-3.1912188796857723,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.2, 'e': 0.19548475473643123}",20,7,-9.01422496889613,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.2, 'e': 0.19255248341538475}",30,6,29.255568170779974,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.2, 'e': 0.18966419616415398}",25,8,-13.56040908259013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.2, 'e': 0.18681923322169167}",25,2,26.229725271705867,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.2, 'e': 0.1840169447233663}",20,11,-47.55787769515806,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.2, 'e': 0.1812566905525158}",20,13,15.192937305695283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.2, 'e': 0.17853784019422805}",25,18,11.218463773584496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.17585977259131463}",20,15,10.885861811009956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.2, 'e': 0.1732218760024449}",20,11,2.525018291294403,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.2, 'e': 0.17062354786240824}",35,13,-25.081633914235482,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
119,False,"{'a': 0.2, 'e': 0.16806419464447211}",25,11,14.51322129859088,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.16554323172480503}",30,19,13.509611532435574,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.2, 'e': 0.16306008324893295}",35,16,-9.745768892127757,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.16061418200019895}",20,0,5.233599214431864,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.2, 'e': 0.15820496927019598}",20,8,-11.454724427340196,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
124,False,"{'a': 0.2, 'e': 0.15583189473114303}",20,9,9.461632899788714,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.15349441631017588}",25,18,-5.919789069943727,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.15119200006552325}",20,9,17.542966758488205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.1489241200645404}",25,12,8.945572161270142,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.2, 'e': 0.1466902582635723}",25,14,21.061477882346466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.1444899043896187}",25,20,11.149434384350208,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.1423225558237744}",25,10,13.213936514311587,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.14018771748641778}",30,0,22.803424336627565,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.2, 'e': 0.13808490172412152}",20,6,17.75718050171758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.1360136281982597}",25,7,33.6001567060141,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.13397342377528582}",20,8,21.839563351585543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.2, 'e': 0.1319638224186565}",20,13,-30.36169297946307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.2, 'e': 0.12998436508237665}",20,15,10.62502026007718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.12803459960614103}",25,13,-32.808172666390305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.2, 'e': 0.1261140806120489}",25,8,-5.359787792500473,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.2, 'e': 0.12422236940286815}",30,9,30.50138502224587,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.12235903386182513}",25,17,14.573277967705929,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.12052364835389776}",25,0,13.6200837334902,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
142,False,"{'a': 0.2, 'e': 0.11871579362858929}",20,16,8.825531893187787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.11693505672416045}",20,5,24.241327611499834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.11518103087329803}",20,12,15.304893270963671,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.11345331541019857}",25,15,16.92931752154907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.1117515156790456}",20,13,13.567584471752443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.1100752429438599}",20,8,16.7694631615897,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.108424114299702}",30,15,27.689313884379516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.10679775258520648}",30,18,21.651776800682928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.10519578629642837}",30,16,26.545639274068506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.10361784950198194}",25,20,10.364559397580495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.10206358175945221}",35,13,42.112876817218684,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.10053262803306043}",25,0,8.998738607532358,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.2, 'e': 0.09902463861256453}",25,10,27.29495344687188,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.09753926903337605}",20,8,24.41506397377036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.09607617999787542}",20,5,17.634446782367952,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.09463503729790727}",30,16,8.542430058483133,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.09321551173843867}",25,13,12.949618387700458,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.09181727906236209}",20,1,30.562530527022613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.09044001987642665}",20,14,11.939070529011767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.08908341957828025}",25,15,19.760301169712655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.08774716828460605}",25,20,7.45584729371115,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.08643096076033696}",30,16,20.23896067851203,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.0851344963489319}",25,20,9.996249427782447,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.08385747890369792}",20,4,11.548800089312957,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.08259961672014245}",25,17,-6.5839393558252,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
